Location,date,total_cases,new_cases,total_death,new_death,total cases / million,new cases / million,total deaths / million,new death / million,icu,icu / million,hosp,hosp / million
USA,7/16/20,3259748,0,137198,0,9635.961,0,405.563,0,9797,28.96,38539,113.923
USA,7/17/20,3259748,0,137198,0,9635.961,0,405.563,0,10700,31.63,40062,118.425
USA,7/18/20,3259748,0,137198,0,9635.961,0,405.563,0,10963,32.407,40376,119.353
USA,7/19/20,3726015,466267,143864,6666,11014.268,1378.306,425.268,19.705,10267,30.35,37897,112.025
USA,7/20/20,3726015,0,143864,0,11014.268,0,425.268,0,11291,33.377,41140,121.612
USA,7/21/20,3726015,0,143864,0,11014.268,0,425.268,0,11458,33.87,42195,124.73
USA,7/22/20,3726015,0,143864,0,11014.268,0,425.268,0,12487,36.912,46107,136.294
USA,7/23/20,3726015,0,143864,0,11014.268,0,425.268,0,13916,41.136,47834,141.399
USA,7/24/20,3726015,0,143864,0,11014.268,0,425.268,0,13627,40.282,46748,138.189
USA,7/25/20,3726015,0,143864,0,11014.268,0,425.268,0,14402,42.573,51831,153.215
USA,7/26/20,4193916,467901,151590,7726,12397.404,1383.136,448.107,22.838,12403,36.664,43096,127.394
USA,7/27/20,4193916,0,151590,0,12397.404,0,448.107,0,14230,42.065,47165,139.422
USA,7/28/20,4193916,0,151590,0,12397.404,0,448.107,0,14578,43.093,48115,142.23
USA,7/29/20,4193916,0,151590,0,12397.404,0,448.107,0,14021,41.447,45617,134.846
USA,7/30/20,4193916,0,151590,0,12397.404,0,448.107,0,14653,43.315,46832,138.437
USA,7/31/20,4193916,0,151590,0,12397.404,0,448.107,0,14603,43.167,46150,136.421
USA,8/1/20,4193916,0,151590,0,12397.404,0,448.107,0,14400,42.567,50419,149.041
USA,8/2/20,4625166,431250,159736,8146,13672.198,1274.794,472.187,24.08,14053,41.541,50238,148.506
USA,8/3/20,4625166,0,159736,0,13672.198,0,472.187,0,14245,42.109,45291,133.882
USA,8/4/20,4625166,0,159736,0,13672.198,0,472.187,0,14116,41.728,45134,133.418
USA,8/5/20,4625166,0,159736,0,13672.198,0,472.187,0,14059,41.559,44663,132.026
USA,8/6/20,4625166,0,159736,0,13672.198,0,472.187,0,13885,41.045,43891,129.744
USA,8/7/20,4625166,0,159736,0,13672.198,0,472.187,0,13769,40.702,43210,127.731
USA,8/8/20,4625166,0,159736,0,13672.198,0,472.187,0,13358,39.487,41593,122.951
USA,8/9/20,5001075,375909,167535,7799,14783.402,1111.204,495.241,23.054,13163,38.91,41484,122.629
USA,8/10/20,5001075,0,167535,0,14783.402,0,495.241,0,13181,38.964,42072,124.367
USA,8/11/20,5001075,0,167535,0,14783.402,0,495.241,0,13058,38.6,41645,123.104
USA,8/12/20,5001075,0,167535,0,14783.402,0,495.241,0,12868,38.038,41817,123.613
USA,8/13/20,5001075,0,167535,0,14783.402,0,495.241,0,12677,37.474,41240,121.907
USA,8/14/20,5001075,0,167535,0,14783.402,0,495.241,0,12512,36.986,39980,118.183
USA,8/15/20,5001075,0,167535,0,14783.402,0,495.241,0,12246,36.2,38699,114.396
USA,8/16/20,5363737,362662,174939,7404,15855.447,1072.045,517.128,21.887,11991,35.446,38850,114.842
USA,8/17/20,5363737,0,174939,0,15855.447,0,517.128,0,11967,35.375,39032,115.38
USA,8/18/20,5363737,0,174939,0,15855.447,0,517.128,0,11958,35.348,38897,114.981
USA,8/19/20,5363737,0,174939,0,15855.447,0,517.128,0,11571,34.204,38002,112.336
USA,8/20/20,5363737,0,174939,0,15855.447,0,517.128,0,11263,33.294,37321,110.323
USA,8/21/20,5363737,0,174939,0,15855.447,0,517.128,0,11023,32.584,35972,106.335
USA,8/22/20,5363737,0,174939,0,15855.447,0,517.128,0,10779,31.863,34888,103.13
USA,8/23/20,5679525,315788,181616,6677,16788.931,933.484,536.865,19.738,10738,31.742,34609,102.306
USA,8/24/20,5679525,0,181616,0,16788.931,0,536.865,0,10691,31.603,34791,102.844
USA,8/25/20,5679525,0,181616,0,16788.931,0,536.865,0,10603,31.343,34479,101.921
USA,8/26/20,5679525,0,181616,0,16788.931,0,536.865,0,10383,30.693,33624,99.394
USA,8/27/20,5679525,0,181616,0,16788.931,0,536.865,0,9905,29.28,33285,98.392
USA,8/28/20,5679525,0,181616,0,16788.931,0,536.865,0,9883,29.215,31898,94.292
USA,8/29/20,5679525,0,181616,0,16788.931,0,536.865,0,9697,28.665,31178,92.164
USA,8/30/20,5974471,294946,187959,6343,17660.804,871.874,555.615,18.75,9549,28.227,31075,91.859
USA,8/31/20,5974471,0,187959,0,17660.804,0,555.615,0,9509,28.109,31395,92.805
USA,9/1/20,5974471,0,187959,0,17660.804,0,555.615,0,9472,28,31118,91.986
USA,9/2/20,5974471,0,187959,0,17660.804,0,555.615,0,9362,27.674,30827,91.126
USA,9/3/20,5974471,0,187959,0,17660.804,0,555.615,0,9232,27.29,30296,89.556
USA,9/4/20,5974471,0,187959,0,17660.804,0,555.615,0,9228,27.278,29879,88.324
USA,9/5/20,5974471,0,187959,0,17660.804,0,555.615,0,9091,26.873,28845,85.267
USA,9/6/20,6269724,295253,193664,5705,18533.586,872.781,572.479,16.864,9010,26.634,28369,83.86
USA,9/7/20,6269724,0,193664,0,18533.586,0,572.479,0,8974,26.528,28589,84.51
USA,9/8/20,6269724,0,193664,0,18533.586,0,572.479,0,8971,26.519,28951,85.58
USA,9/9/20,6269724,0,193664,0,18533.586,0,572.479,0,8784,25.966,28775,85.06
USA,9/10/20,6269724,0,193664,0,18533.586,0,572.479,0,8590,25.392,28065,82.961
USA,9/11/20,6269724,0,193664,0,18533.586,0,572.479,0,8529,25.212,27368,80.901
USA,9/12/20,6269724,0,193664,0,18533.586,0,572.479,0,8312,24.571,26512,78.371
USA,9/13/20,6515345,245621,198641,4977,19259.652,726.067,587.192,14.712,8261,24.42,26329,77.83
USA,9/14/20,6515345,0,198641,0,19259.652,0,587.192,0,8264,24.429,26788,79.187
USA,9/15/20,6515345,0,198641,0,19259.652,0,587.192,0,8158,24.115,26935,79.621
USA,9/16/20,6515345,0,198641,0,19259.652,0,587.192,0,8074,23.867,26372,77.957
USA,9/17/20,6515345,0,198641,0,19259.652,0,587.192,0,8025,23.722,26085,77.108
USA,9/18/20,6515345,0,198641,0,19259.652,0,587.192,0,7970,23.56,25833,76.364
USA,9/19/20,6515345,0,198641,0,19259.652,0,587.192,0,7833,23.155,25480,75.32
USA,9/20/20,6796322,280977,203817,5176,20090.233,830.581,602.492,15.3,7840,23.175,25543,75.506
USA,9/21/20,6796322,0,203817,0,20090.233,0,602.492,0,7856,23.223,26379,77.978
USA,9/22/20,6796322,0,203817,0,20090.233,0,602.492,0,7862,23.24,26440,78.158
USA,9/23/20,6796322,0,203817,0,20090.233,0,602.492,0,7861,23.237,26484,78.288
USA,9/24/20,6796322,0,203817,0,20090.233,0,602.492,0,7830,23.146,26407,78.06
USA,9/25/20,6796322,0,203817,0,20090.233,0,602.492,0,7813,23.096,26275,77.67
USA,9/26/20,6796322,0,203817,0,20090.233,0,602.492,0,7796,23.045,25904,76.573
USA,9/27/20,7101096,304774,208593,4776,20991.159,900.926,616.61,14.118,8067,23.846,25970,76.768
USA,9/28/20,7101096,0,208593,0,20991.159,0,616.61,0,7915,23.397,27021,79.875
USA,9/29/20,7101096,0,208593,0,20991.159,0,616.61,0,8043,23.775,27505,81.306
USA,9/30/20,7101096,0,208593,0,20991.159,0,616.61,0,8070,23.855,27669,81.791
USA,10/1/20,7101096,0,208593,0,20991.159,0,616.61,0,8005,23.663,27478,81.226
USA,10/2/20,7101096,0,208593,0,20991.159,0,616.61,0,7957,23.521,27407,81.016
USA,10/3/20,7101096,0,208593,0,20991.159,0,616.61,0,7964,23.542,27271,80.614
USA,10/4/20,7399444,298348,213280,4687,21873.089,881.93,630.465,13.855,8119,24,27871,82.388
USA,10/5/20,7399444,0,213280,0,21873.089,0,630.465,0,8332,24.63,28956,85.595
USA,10/6/20,7399444,0,213280,0,21873.089,0,630.465,0,8569,25.33,29999,88.678
USA,10/7/20,7399444,0,213280,0,21873.089,0,630.465,0,8638,25.534,30543,90.286
USA,10/8/20,7399444,0,213280,0,21873.089,0,630.465,0,8624,25.493,31015,91.682
USA,10/9/20,7399444,0,213280,0,21873.089,0,630.465,0,8723,25.786,31207,92.249
USA,10/10/20,7399444,0,213280,0,21873.089,0,630.465,0,8731,25.809,30981,91.581
USA,10/11/20,7733693,334249,217895,4615,22861.144,988.055,644.107,13.642,8819,26.069,31435,92.923
USA,10/12/20,7733693,0,217895,0,22861.144,0,644.107,0,9057,26.773,32780,96.899
USA,10/13/20,7733693,0,217895,0,22861.144,0,644.107,0,9412,27.822,33508,99.051
USA,10/14/20,7733693,0,217895,0,22861.144,0,644.107,0,9303,27.5,33936,100.316
USA,10/15/20,7733693,0,217895,0,22861.144,0,644.107,0,9478,28.017,34388,101.652
USA,10/16/20,7733693,0,217895,0,22861.144,0,644.107,0,9538,28.195,34641,102.4
USA,10/17/20,7733693,0,217895,0,22861.144,0,644.107,0,9516,28.13,34322,101.457
USA,10/18/20,8121327,387634,222696,4801,24007.007,1145.864,658.299,14.192,9725,28.748,35016,103.509
USA,10/19/20,8121327,0,222696,0,24007.007,0,658.299,0,10075,29.782,36432,107.695
USA,10/20/20,8121327,0,222696,0,24007.007,0,658.299,0,10215,30.196,37414,110.597
USA,10/21/20,8121327,0,222696,0,24007.007,0,658.299,0,10437,30.852,38105,112.64
USA,10/22/20,8121327,0,222696,0,24007.007,0,658.299,0,10650,31.482,38849,114.839
USA,10/23/20,8121327,0,222696,0,24007.007,0,658.299,0,10712,31.665,39080,115.522
USA,10/24/20,8121327,0,222696,0,24007.007,0,658.299,0,10711,31.662,39341,116.294
USA,10/25/20,8570765,449438,228419,5723,25335.566,1328.559,675.217,16.917,10853,32.082,39986,118.2
USA,10/26/20,8570765,0,228419,0,25335.566,0,675.217,0,11110,32.842,41336,122.191
USA,10/27/20,8570765,0,228419,0,25335.566,0,675.217,0,11434,33.799,42272,124.958
USA,10/28/20,8570765,0,228419,0,25335.566,0,675.217,0,11661,34.47,43487,128.55
USA,10/29/20,8570765,0,228419,0,25335.566,0,675.217,0,11827,34.961,44166,130.557
USA,10/30/20,8570765,0,228419,0,25335.566,0,675.217,0,11854,35.041,45075,133.244
USA,10/31/20,8570765,0,228419,0,25335.566,0,675.217,0,11887,35.139,45049,133.167
USA,11/1/20,9130159,559394,234515,6096,26989.16,1653.594,693.237,18.02,12131,35.86,46054,136.138
USA,11/2/20,9130159,0,234515,0,26989.16,0,693.237,0,12594,37.228,47938,141.707
USA,11/3/20,9130159,0,234515,0,26989.16,0,693.237,0,12909,38.16,49028,144.929
USA,11/4/20,9130159,0,234515,0,26989.16,0,693.237,0,13002,38.434,50468,149.186
USA,11/5/20,9130159,0,234515,0,26989.16,0,693.237,0,13228,39.103,51790,153.094
USA,11/6/20,9130159,0,234515,0,26989.16,0,693.237,0,13357,39.484,52843,156.206
USA,11/7/20,9130159,0,234515,0,26989.16,0,693.237,0,13479,39.845,53822,159.1
USA,11/8/20,9920253,790094,241719,7204,29324.713,2335.553,714.532,21.295,14008,41.408,55716,164.699
USA,11/9/20,9920253,0,241719,0,29324.713,0,714.532,0,14409,42.594,58475,172.855
USA,11/10/20,9920253,0,241719,0,29324.713,0,714.532,0,14835,43.853,61421,181.563
USA,11/11/20,9920253,0,241719,0,29324.713,0,714.532,0,15115,44.681,63328,187.2
USA,11/12/20,9920253,0,241719,0,29324.713,0,714.532,0,15594,46.097,65219,192.79
USA,11/13/20,9920253,0,241719,0,29324.713,0,714.532,0,15867,46.904,66128,195.477
USA,11/14/20,9920253,0,241719,0,29324.713,0,714.532,0,16238,48,67220,198.705
USA,11/15/20,10925098,1004845,250436,8717,32295.08,2970.367,740.3,25.768,16808,49.685,69518,205.498
USA,11/16/20,10925098,0,250436,0,32295.08,0,740.3,0,17538,51.843,73100,216.087
USA,11/17/20,10925098,0,250436,0,32295.08,0,740.3,0,18088,53.469,75499,223.178
USA,11/18/20,10925098,0,250436,0,32295.08,0,740.3,0,18331,54.187,77320,228.561
USA,11/19/20,10925098,0,250436,0,32295.08,0,740.3,0,18742,55.402,78344,231.588
USA,11/20/20,10925098,0,250436,0,32295.08,0,740.3,0,18916,55.917,79739,235.712
USA,11/21/20,10925098,0,250436,0,32295.08,0,740.3,0,19091,56.434,79864,236.082
USA,11/22/20,12100581,1175483,261256,10820,35769.861,3474.781,772.284,31.984,19658,58.11,81798,241.799
USA,11/23/20,12100581,0,261256,0,35769.861,0,772.284,0,20176,59.641,84179,248.837
USA,11/24/20,12100581,0,261256,0,35769.861,0,772.284,0,20572,60.812,86042,254.344
USA,11/25/20,12100581,0,261256,0,35769.861,0,772.284,0,20831,61.577,87127,257.551
USA,11/26/20,12100581,0,261256,0,35769.861,0,772.284,0,21025,62.151,86555,255.86
USA,11/27/20,12100581,0,261256,0,35769.861,0,772.284,0,21327,63.044,88105,260.442
USA,11/28/20,12100581,0,261256,0,35769.861,0,772.284,0,21483,63.505,89606,264.879
USA,11/29/20,13262982,1162401,273206,11950,39205.97,3436.11,807.609,35.325,21919,64.794,92453,273.295
USA,11/30/20,13262982,0,273206,0,39205.97,0,807.609,0,22500,66.511,95096,281.108
USA,12/1/20,13262982,0,273206,0,39205.97,0,807.609,0,22868,67.599,96674,285.773
USA,12/2/20,13262982,0,273206,0,39205.97,0,807.609,0,22962,67.877,97842,289.225
USA,12/3/20,13262982,0,273206,0,39205.97,0,807.609,0,23043,68.116,97853,289.258
USA,12/4/20,13262982,0,273206,0,39205.97,0,807.609,0,23123,68.353,98143,290.115
USA,12/5/20,13262982,0,273206,0,39205.97,0,807.609,0,23172,68.497,97247,287.466
USA,12/6/20,14543914,1280932,288007,14801,42992.463,3786.492,851.362,43.752,23435,69.275,98654,291.626
USA,12/7/20,14543914,0,288007,0,42992.463,0,851.362,0,23892,70.626,101028,298.643
USA,12/8/20,14543914,0,288007,0,42992.463,0,851.362,0,24197,71.527,102304,302.415
USA,12/9/20,14543914,0,288007,0,42992.463,0,851.362,0,24612,72.754,104371,308.525
USA,12/10/20,14543914,0,288007,0,42992.463,0,851.362,0,24636,72.825,105048,310.527
USA,12/11/20,14543914,0,288007,0,42992.463,0,851.362,0,24747,73.153,105653,312.315
USA,12/12/20,14543914,0,288007,0,42992.463,0,851.362,0,24634,72.819,105358,311.443
USA,12/13/20,16012396,1468482,305721,17714,47333.361,4340.899,903.725,52.363,25074,74.12,107402,317.485
USA,12/14/20,16012396,0,305721,0,47333.361,0,903.725,0,25560,75.557,109689,324.246
USA,12/15/20,16012396,0,305721,0,47333.361,0,903.725,0,25812,76.301,110996,328.109
USA,12/16/20,16012396,0,305721,0,47333.361,0,903.725,0,25972,76.774,111997,331.068
USA,12/17/20,16012396,0,305721,0,47333.361,0,903.725,0,25894,76.544,112445,332.392
USA,12/18/20,16012396,0,305721,0,47333.361,0,903.725,0,25950,76.709,112114,331.414
USA,12/19/20,16012396,0,305721,0,47333.361,0,903.725,0,25801,76.269,111037,328.23
USA,12/20/20,17530324,1517928,324587,18866,51820.425,4487.063,959.494,55.769,26057,77.026,112401,332.262
USA,12/21/20,17530324,0,324587,0,51820.425,0,959.494,0,26431,78.131,114649,338.908
USA,12/22/20,17530324,0,324587,0,51820.425,0,959.494,0,26730,79.015,117528,347.418
USA,12/23/20,17530324,0,324587,0,51820.425,0,959.494,0,26928,79.6,118106,349.127
USA,12/24/20,17530324,0,324587,0,51820.425,0,959.494,0,26714,78.968,116274,343.711
USA,12/25/20,17530324,0,324587,0,51820.425,0,959.494,0,26559,78.51,113496,335.499
USA,12/26/20,17530324,0,324587,0,51820.425,0,959.494,0,26734,79.027,115521,341.485
USA,12/27/20,18890446,1360122,342920,18333,55841.006,4020.582,1013.687,54.193,27063,79.999,118988,351.734
USA,12/28/20,18890446,0,342920,0,55841.006,0,1013.687,0,27519,81.347,121425,358.938
USA,12/29/20,18890446,0,342920,0,55841.006,0,1013.687,0,27782,82.125,122665,362.603
USA,12/30/20,18890446,0,342920,0,55841.006,0,1013.687,0,27697,81.874,123922,366.319
USA,12/31/20,18890446,0,342920,0,55841.006,0,1013.687,0,27748,82.024,123347,364.619
USA,1/1/21,18890446,0,342920,0,55841.006,0,1013.687,0,27471,81.206,121053,357.838
USA,1/2/21,18890446,0,342920,0,55841.006,0,1013.687,0,27614,81.628,122668,362.612
USA,1/3/21,20271441,1380995,362570,19650,59923.29,4082.283,1071.773,58.086,28006,82.787,125595,371.264
USA,1/4/21,20271441,0,362570,0,59923.29,0,1071.773,0,28266,83.556,127427,376.68
USA,1/5/21,20271441,0,362570,0,59923.29,0,1071.773,0,28528,84.33,128859,380.913
USA,1/6/21,20271441,0,362570,0,59923.29,0,1071.773,0,28608,84.567,129800,383.695
USA,1/7/21,20271441,0,362570,0,59923.29,0,1071.773,0,28491,84.221,128814,380.78
USA,1/8/21,20271441,0,362570,0,59923.29,0,1071.773,0,28365,83.848,127888,378.043
USA,1/9/21,20271441,0,362570,0,59923.29,0,1071.773,0,28187,83.322,126420,373.703
USA,1/10/21,21938592,1667151,384067,21497,64851.463,4928.173,1135.319,63.546,28370,83.863,126533,374.037
USA,1/11/21,21938592,0,384067,0,64851.463,0,1135.319,0,28739,84.954,127641,377.313
USA,1/12/21,21938592,0,384067,0,64851.463,0,1135.319,0,28891,85.403,127090,375.684
USA,1/13/21,21938592,0,384067,0,64851.463,0,1135.319,0,28727,84.918,126556,374.105
USA,1/14/21,21938592,0,384067,0,64851.463,0,1135.319,0,28527,84.327,133263,393.931
USA,1/15/21,21938592,0,384067,0,64851.463,0,1135.319,0,28422,84.017,123785,365.914
USA,1/16/21,21938592,0,384067,0,64851.463,0,1135.319,0,28120,83.124,121134,358.078
USA,1/17/21,23528547,1589955,407379,23312,69551.441,4699.978,1204.231,68.911,27891,82.447,120830,357.179
USA,1/18/21,23528547,0,407379,0,69551.441,0,1204.231,0,27831,82.27,120422,355.973
USA,1/19/21,23528547,0,407379,0,69551.441,0,1204.231,0,27584,81.54,119384,352.904
USA,1/20/21,23528547,0,407379,0,69551.441,0,1204.231,0,26998,79.807,117115,346.197
USA,1/21/21,23528547,0,407379,0,69551.441,0,1204.231,0,26517,78.385,114097,337.276
USA,1/22/21,23528547,0,407379,0,69551.441,0,1204.231,0,26006,76.875,111831,330.577
USA,1/23/21,23528547,0,407379,0,69551.441,0,1204.231,0,25364,74.977,108122,319.613
USA,1/24/21,24794408,1265861,429874,22495,73293.383,3741.942,1270.727,66.496,25121,74.259,107004,316.309
USA,1/25/21,24794408,0,429874,0,73293.383,0,1270.727,0,25003,73.91,106268,314.133
USA,1/26/21,24794408,0,429874,0,73293.383,0,1270.727,0,24897,73.597,104627,309.282
USA,1/27/21,24794408,0,429874,0,73293.383,0,1270.727,0,24353,71.989,102636,303.397
USA,1/28/21,24794408,0,429874,0,73293.383,0,1270.727,0,23786,70.312,100050,295.752
USA,1/29/21,24794408,0,429874,0,73293.383,0,1270.727,0,23121,68.347,96109,284.103
USA,1/30/21,24794408,0,429874,0,73293.383,0,1270.727,0,22708,67.126,92546,273.57
USA,1/31/21,25863033,1068625,452123,22249,76452.287,3158.903,1336.496,65.769,22503,66.52,91436,270.289
USA,2/1/21,25863033,0,452123,0,76452.287,0,1336.496,0,22230,65.713,90582,267.764
USA,2/2/21,25863033,0,452123,0,76452.287,0,1336.496,0,21767,64.344,89004,263.1
USA,2/3/21,25863033,0,452123,0,76452.287,0,1336.496,0,21403,63.268,87279,258.001
USA,2/4/21,25863033,0,452123,0,76452.287,0,1336.496,0,20872,61.699,84602,250.087
USA,2/5/21,25863033,0,452123,0,76452.287,0,1336.496,0,20354,60.167,82137,242.801
USA,2/6/21,25863033,0,452123,0,76452.287,0,1336.496,0,19863,58.716,79111,233.856
USA,2/7/21,26720283,857250,472223,20100,78986.356,2534.069,1395.912,59.417,19377,57.279,77864,230.169
USA,2/8/21,26720283,0,472223,0,78986.356,0,1395.912,0,19328,57.134,76870,227.231
USA,2/9/21,26720283,0,472223,0,78986.356,0,1395.912,0,18929,55.955,75626,223.554
USA,2/10/21,26720283,0,472223,0,78986.356,0,1395.912,0,18313,54.134,72845,215.333
USA,2/11/21,26720283,0,472223,0,78986.356,0,1395.912,0,17714,52.363,70107,207.239
USA,2/12/21,26720283,0,472223,0,78986.356,0,1395.912,0,17334,51.24,67536,199.639
USA,2/13/21,26720283,0,472223,0,78986.356,0,1395.912,0,16865,49.854,64759,191.431
USA,2/14/21,27390855,670572,492061,19838,80968.597,1982.241,1454.554,58.642,16350,48.331,63297,187.109
USA,2/15/21,27390855,0,492061,0,80968.597,0,1454.554,0,16227,47.968,62214,183.907
USA,2/16/21,27390855,0,492061,0,80968.597,0,1454.554,0,15921,47.063,61504,181.809
USA,2/17/21,27390855,0,492061,0,80968.597,0,1454.554,0,15579,46.052,62245,183.999
USA,2/18/21,27390855,0,492061,0,80968.597,0,1454.554,0,15024,44.412,58308,172.361
USA,2/19/21,27390855,0,492061,0,80968.597,0,1454.554,0,14492,42.839,56738,167.72
USA,2/20/21,27390855,0,492061,0,80968.597,0,1454.554,0,14109,41.707,54401,160.812
USA,2/21/21,27864340,473485,506493,14432,82368.24,1399.643,1497.216,42.662,13724,40.569,53614,158.485
USA,2/22/21,27864340,0,506493,0,82368.24,0,1497.216,0,13671,40.412,53026,156.747
USA,2/23/21,27864340,0,506493,0,82368.24,0,1497.216,0,13354,39.475,51984,153.667
USA,2/24/21,27864340,0,506493,0,82368.24,0,1497.216,0,12891,38.106,50956,150.628
USA,2/25/21,27864340,0,506493,0,82368.24,0,1497.216,0,12464,36.844,49045,144.979
USA,2/26/21,27864340,0,506493,0,82368.24,0,1497.216,0,12165,35.96,47227,139.605
USA,2/27/21,27864340,0,506493,0,82368.24,0,1497.216,0,11716,34.633,45334,134.009
USA,2/28/21,28330091,465751,519853,13360,83745.021,1376.781,1536.709,39.493,11552,34.148,44872,132.644
USA,3/1/21,28330091,0,519853,0,83745.021,0,1536.709,0,11362,33.587,43721,129.241
USA,3/2/21,28330091,0,519853,0,83745.021,0,1536.709,0,11040,32.635,42650,126.075
USA,3/3/21,28330091,0,519853,0,83745.021,0,1536.709,0,10744,31.76,42153,124.606
USA,3/4/21,28330091,0,519853,0,83745.021,0,1536.709,0,10556,31.204,40175,118.759
USA,3/5/21,28330091,0,519853,0,83745.021,0,1536.709,0,10323,30.515,39581,117.003
USA,3/6/21,28330091,0,519853,0,83745.021,0,1536.709,0,10029,29.646,38206,112.939
USA,3/7/21,28750830,420739,530299,10446,84988.744,1243.723,1567.588,30.879,9848,29.111,37769,111.647
USA,3/8/21,28750830,0,530299,0,84988.744,0,1567.588,0,9790,28.94,37687,111.404
USA,3/9/21,28750830,0,530299,0,84988.744,0,1567.588,0,9612,28.414,37040,109.492
USA,3/10/21,28750830,0,530299,0,84988.744,0,1567.588,0,9455,27.949,36661,108.372
USA,3/11/21,28750830,0,530299,0,84988.744,0,1567.588,0,9242,27.32,35914,106.163
USA,3/12/21,28750830,0,530299,0,84988.744,0,1567.588,0,9120,26.959,35647,105.374
USA,3/13/21,28750830,0,530299,0,84988.744,0,1567.588,0,8907,26.329,34983,103.411
USA,3/14/21,29134830,384000,538858,8559,86123.865,1135.121,1592.888,25.301,8775,25.939,34412,101.723
USA,3/15/21,29134830,0,538858,0,86123.865,0,1592.888,0,8787,25.975,34701,102.578
USA,3/16/21,29134830,0,538858,0,86123.865,0,1592.888,0,8736,25.824,34577,102.211
USA,3/17/21,29134830,0,538858,0,86123.865,0,1592.888,0,8682,25.664,34595,102.264
USA,3/18/21,29134830,0,538858,0,86123.865,0,1592.888,0,8521,25.188,34104,100.813
USA,3/19/21,29134830,0,538858,0,86123.865,0,1592.888,0,8422,24.896,34035,100.609
USA,3/20/21,29134830,0,538858,0,86123.865,0,1592.888,0,8241,24.361,33214,98.182
USA,3/21/21,29514381,379551,545122,6264,87245.835,1121.97,1611.405,18.517,8127,24.024,33283,98.386
USA,3/22/21,29514381,0,545122,0,87245.835,0,1611.405,0,8347,24.674,33742,99.743
USA,3/23/21,29514381,0,545122,0,87245.835,0,1611.405,0,8379,24.769,33996,100.494
USA,3/24/21,29514381,0,545122,0,87245.835,0,1611.405,0,8488,25.091,34367,101.59
USA,3/25/21,29514381,0,545122,0,87245.835,0,1611.405,0,8338,24.648,34362,101.576
USA,3/26/21,29514381,0,545122,0,87245.835,0,1611.405,0,8329,24.621,34634,102.38
USA,3/27/21,29514381,0,545122,0,87245.835,0,1611.405,0,8201,24.243,33946,100.346
USA,3/28/21,29932199,417818,551233,6111,88480.924,1235.089,1629.469,18.064,8359,24.71,34464,101.877
USA,3/29/21,29932199,0,551233,0,88480.924,0,1629.469,0,8439,24.946,35027,103.541
USA,3/30/21,29932199,0,551233,0,88480.924,0,1629.469,0,8572,25.339,35418,104.697
USA,3/31/21,29932199,0,551233,0,88480.924,0,1629.469,0,8502,25.132,35567,105.138
USA,4/1/21,29932199,0,551233,0,88480.924,0,1629.469,0,8470,25.038,35571,105.149
USA,4/2/21,29932199,0,551233,0,88480.924,0,1629.469,0,8466,25.026,35607,105.256
USA,4/3/21,29932199,0,551233,0,88480.924,0,1629.469,0,8541,25.248,35195,104.038
USA,4/4/21,30382159,449960,556585,5352,89811.026,1330.102,1645.29,15.821,8606,25.44,35675,105.457
USA,4/5/21,30382159,0,556585,0,89811.026,0,1645.29,0,8849,26.158,36624,108.262
USA,4/6/21,30382159,0,556585,0,89811.026,0,1645.29,0,9012,26.64,37551,111.002
USA,4/7/21,30382159,0,556585,0,89811.026,0,1645.29,0,9024,26.675,37748,111.585
USA,4/8/21,30382159,0,556585,0,89811.026,0,1645.29,0,9194,27.178,37953,112.191
USA,4/9/21,30382159,0,556585,0,89811.026,0,1645.29,0,9145,27.033,37856,111.904
USA,4/10/21,30382159,0,556585,0,89811.026,0,1645.29,0,9130,26.989,37546,110.988
USA,4/11/21,30838109,455950,561488,4903,91158.835,1347.809,1659.784,14.493,9245,27.329,38089,112.593
USA,4/12/21,30838109,0,561488,0,91158.835,0,1659.784,0,9452,27.941,38927,115.07
USA,4/13/21,30838109,0,561488,0,91158.835,0,1659.784,0,9536,28.189,39201,115.88
USA,4/14/21,30838109,0,561488,0,91158.835,0,1659.784,0,9581,28.322,39469,116.672
USA,4/15/21,30838109,0,561488,0,91158.835,0,1659.784,0,9476,28.011,39188,115.841
USA,4/16/21,30838109,0,561488,0,91158.835,0,1659.784,0,9530,28.171,39406,116.486
USA,4/17/21,30838109,0,561488,0,91158.835,0,1659.784,0,9551,28.233,39012,115.321
USA,4/18/21,31305326,467217,566363,4875,92539.949,1381.114,1674.194,14.411,9632,28.473,39460,116.646
USA,4/19/21,31305326,0,566363,0,92539.949,0,1674.194,0,9828,29.052,40212,118.868
USA,4/20/21,31305326,0,566363,0,92539.949,0,1674.194,0,9918,29.318,40206,118.851
USA,4/21/21,31305326,0,566363,0,92539.949,0,1674.194,0,9916,29.312,40046,118.378
USA,4/22/21,31305326,0,566363,0,92539.949,0,1674.194,0,9842,29.093,39201,115.88
USA,4/23/21,31305326,0,566363,0,92539.949,0,1674.194,0,9705,28.688,38562,113.991
USA,4/24/21,31305326,0,566363,0,92539.949,0,1674.194,0,9572,28.295,37357,110.429
USA,4/25/21,31711421,406095,571084,4721,93740.384,1200.435,1688.15,13.955,9546,28.218,37133,109.767
USA,4/26/21,31711421,0,571084,0,93740.384,0,1688.15,0,9759,28.848,37540,110.97
USA,4/27/21,31711421,0,571084,0,93740.384,0,1688.15,0,9665,28.57,37207,109.986
USA,4/28/21,31711421,0,571084,0,93740.384,0,1688.15,0,9535,28.186,36881,109.022
